Candidate,Polling,Pollster,Nationwide,State,Sample_Size,Voter_Type,DMY,Link
"Tulsi Gabbard",1.50,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"Kristi Noem",2.40,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"Brian Kemp",0.90,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"Glenn Youngkin",0.30,"Emerson College",NULL,California,221,"Likely Voters",2025-08-04,https://emersoncollegepolling.com/california-2026-poll/
"J.D. Vance",44.60,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Nikki Haley",4.10,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Vivek Ramaswamy",2.90,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Marco Rubio",5.80,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Ted Cruz",8.80,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Ron Desantis",6.10,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Tulsi Gabbard",1.30,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Kristi Noem",1.00,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Brian Kemp",0.70,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"Glenn Youngkin",1.50,"Emerson College",NULL,Texas,221,"Registered Voters",2025-08-11,https://emersoncollegepolling.com/texas-2026-poll-cornyn-and-paxton-in-dead-heat-for-gop-senate-nomination/
"J.D. Vance",43.00,"Echelon Insights",1,NULL,441,"Likely Voters",2025-08-12,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf
"Nikki Haley",4.00,"Echelon Insights",1,NULL,441,"Likely Voters",2025-08-12,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf
"Vivek Ramaswamy",2.00,"Echelon Insights",1,NULL,441,"Likely Voters",2025-08-12,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf
"Marco Rubio",6.00,"Echelon Insights",1,NULL,441,"Likely Voters",2025-08-12,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf
"Ted Cruz",2.00,"Echelon Insights",1,NULL,441,"Likely Voters",2025-08-12,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf
"Ron Desantis",9.00,"Echelon Insights",1,NULL,441,"Likely Voters",2025-08-12,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf
"Tulsi Gabbard",2.00,"Echelon Insights",1,NULL,441,"Likely Voters",2025-08-12,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf
"Josh Hawley",1.00,"Echelon Insights",1,NULL,441,"Likely Voters",2025-08-12,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2025-Voter-Omnibus-Topline-External.pdf
"J.D. Vance",55.40,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Nikki Haley",4.00,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Vivek Ramaswamy",6.30,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Marco Rubio",8.90,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Ted Cruz",0.80,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Ron Desantis",6.70,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Tulsi Gabbard",0.80,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Kristi Noem",1.00,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Brian Kemp",1.20,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"Glenn Youngkin",0.70,"Emerson College",NULL,Ohio,490,"Likely Voters",2025-08-18,https://emersoncollegepolling.com/ohio-2026/
"J.D. Vance",51.70,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Nikki Haley",3.80,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Vivek Ramaswamy",2.80,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Marco Rubio",9.40,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Ted Cruz",2.40,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Ron Desantis",7.10,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Tulsi Gabbard",1.50,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Kristi Noem",0.80,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Brian Kemp",2.20,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"Glenn Youngkin",0.90,"Emerson College",1,NULL,410,"Registered Voters",2025-08-25,https://emersoncollegepolling.com/august-2025-national/
"J.D. Vance",36.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Nikki Haley",3.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Vivek Ramaswamy",2.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Marco Rubio",4.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Greg Abbott",2.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Sarah Huckabee Sanders",2.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Ron Desantis",10.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Tim Scott",1.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Rick Scott",1.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Tom Cotton",1.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Elise Stefanik",1.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Kristi Noem",1.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Glenn Youngkin",2.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"Tulsi Gabbard",2.00,"McLaughlin & Associates",1,NULL,457,"Registered Voters",2025-08-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-August-Presentation-RELEASE-8-27-25.pdf
"J.D. Vance",50.00,Leger360,1,NULL,380,"Likely Voters",2025-08-29,https://leger360.com/wp-content/uploads/2025/09/Leger_Can_US-Relations_Aug2025.pdf
"Marco Rubio",9.00,Leger360,1,NULL,380,"Likely Voters",2025-08-29,https://leger360.com/wp-content/uploads/2025/09/Leger_Can_US-Relations_Aug2025.pdf
"Ted Cruz",8.00,Leger360,1,NULL,380,"Likely Voters",2025-08-29,https://leger360.com/wp-content/uploads/2025/09/Leger_Can_US-Relations_Aug2025.pdf
"J.D. Vance",56.00,"Saint Anselm",NULL,"New Hampshire",1776,"Registered Voters",2025-08-26,https://www.anselm.edu/about/anselmian-hub/news/new-saint-anselm-college-survey-center-poll-reveals-shifting-political-landscape-ahead-2028-primary
"Nikki Haley",3.00,"Saint Anselm",NULL,"New Hampshire",1776,"Registered Voters",2025-08-26,https://www.anselm.edu/about/anselmian-hub/news/new-saint-anselm-college-survey-center-poll-reveals-shifting-political-landscape-ahead-2028-primary
"Vivek Ramaswamy",3.00,"Saint Anselm",NULL,"New Hampshire",1776,"Registered Voters",2025-08-26,https://www.anselm.edu/about/anselmian-hub/news/new-saint-anselm-college-survey-center-poll-reveals-shifting-political-landscape-ahead-2028-primary
"Marco Rubio",7.00,"Saint Anselm",NULL,"New Hampshire",1776,"Registered Voters",2025-08-26,https://www.anselm.edu/about/anselmian-hub/news/new-saint-anselm-college-survey-center-poll-reveals-shifting-political-landscape-ahead-2028-primary
"Ted Cruz",1.00,"Saint Anselm",NULL,"New Hampshire",1776,"Registered Voters",2025-08-26,https://www.anselm.edu/about/anselmian-hub/news/new-saint-anselm-college-survey-center-poll-reveals-shifting-political-landscape-ahead-2028-primary
"Ron Desantis",8.00,"Saint Anselm",NULL,"New Hampshire",1776,"Registered Voters",2025-08-26,https://www.anselm.edu/about/anselmian-hub/news/new-saint-anselm-college-survey-center-poll-reveals-shifting-political-landscape-ahead-2028-primary
"Tulsi Gabbard",5.00,"Saint Anselm",NULL,"New Hampshire",1776,"Registered Voters",2025-08-26,https://www.anselm.edu/about/anselmian-hub/news/new-saint-anselm-college-survey-center-poll-reveals-shifting-political-landscape-ahead-2028-primary
"Vivek Ramaswamy",5.30,"Atlas Intel",1,NULL,1044,NULL,2025-05-22,https://cdn.atlasintel.org/20c89f8f-d65e-4991-a491-388ae96986c9.pdf
"J.D. Vance",44.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"Ron Desantis",8.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"Ted Cruz",2.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"Nikki Haley",3.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"Vivek Ramaswamy",2.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"Marco Rubio",4.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"Mike Pence",2.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"Tulsi Gabbard",1.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"Tim Scott",1.00,YouGov,1,NULL,1114,NULL,2025-09-05,https://ygo-assets-websites-editorial-emea.yougov.net/documents/2028_Presidential_Nominee_Preferences_poll_results.pdf
"J.D. Vance",54.60,"Atlas Intel",1,NULL,1066,NULL,2025-09-12,https://atlasintel.org/poll/usa-national-2025-09-19
"Marco Rubio",12.20,"Atlas Intel",1,NULL,1066,NULL,2025-09-12,https://atlasintel.org/poll/usa-national-2025-09-19
"Tim Scott",1.60,"Atlas Intel",1,NULL,1066,NULL,2025-09-12,https://atlasintel.org/poll/usa-national-2025-09-19
"Kristi Noem",0.10,"Atlas Intel",1,NULL,1066,NULL,2025-09-12,https://atlasintel.org/poll/usa-national-2025-09-19
"Brian Kemp",0.30,"Atlas Intel",1,NULL,1066,NULL,2025-09-12,https://atlasintel.org/poll/usa-national-2025-09-19
"Tom Cotton",0.30,"Atlas Intel",1,NULL,1066,NULL,2025-09-12,https://atlasintel.org/poll/usa-national-2025-09-19
"Ron Desantis",16.30,"Atlas Intel",1,NULL,1066,NULL,2025-09-12,https://atlasintel.org/poll/usa-national-2025-09-19
"Vivek Ramaswamy",5.70,"Atlas Intel",1,NULL,1066,NULL,2025-09-12,https://atlasintel.org/poll/usa-national-2025-09-19
"J.D. Vance",43.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Nikki Haley",4.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Vivek Ramaswamy",3.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Marco Rubio",5.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Ted Cruz",2.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Sarah Huckabee Sanders",2.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Ron Desantis",8.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Tim Scott",1.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Glenn Youngkin",2.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"Tulsi Gabbard",4.00,"Echelon Insights",1,NULL,467,"Likely Voters",2025-09-18,http://echelonin.wpenginepowered.com/wp-content/uploads/September-2025-Voter-Omnibus-Topline-External-1.pdf
"J.D. Vance",42.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Nikki Haley",3.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Vivek Ramaswamy",2.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Marco Rubio",5.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Sarah Huckabee Sanders",2.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Ron Desantis",8.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Tim Scott",1.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Tom Cotton",1.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Kristi Noem",1.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"Tulsi Gabbard",2.00,"McLaughlin & Associates",1,NULL,470,"Likely Voters",2025-09-17,https://mclaughlinonline.com/pols/wp-content/uploads/2025/09/National-September-Presentation-RELEASE-9-24-25-1.pdf
"J.D. Vance",50.00,Leger360,1,NULL,294,"Likely Voters",2025-09-26,https://leger360.com/wp-content/uploads/2025/09/Leger-U.S-Politics_September_29th_2025.pdf
"Marco Rubio",6.00,Leger360,1,NULL,294,"Likely Voters",2025-09-26,https://leger360.com/wp-content/uploads/2025/09/Leger-U.S-Politics_September_29th_2025.pdf
"Sarah Huckabee Sanders",6.00,Leger360,1,NULL,294,"Likely Voters",2025-09-26,https://leger360.com/wp-content/uploads/2025/09/Leger-U.S-Politics_September_29th_2025.pdf
"Glenn Youngkin",4.00,Leger360,1,NULL,294,"Likely Voters",2025-09-26,https://leger360.com/wp-content/uploads/2025/09/Leger-U.S-Politics_September_29th_2025.pdf
"Tim Scott",2.00,Leger360,1,NULL,294,"Likely Voters",2025-09-26,https://leger360.com/wp-content/uploads/2025/09/Leger-U.S-Politics_September_29th_2025.pdf
"Brian Kemp",2.00,Leger360,1,NULL,294,"Likely Voters",2025-09-26,https://leger360.com/wp-content/uploads/2025/09/Leger-U.S-Politics_September_29th_2025.pdf
"Rand Paul",1.00,Leger360,1,NULL,294,"Likely Voters",2025-09-26,https://leger360.com/wp-content/uploads/2025/09/Leger-U.S-Politics_September_29th_2025.pdf
"Ted Cruz",6.00,Leger360,1,NULL,294,"Likely Voters",2025-09-26,https://leger360.com/wp-content/uploads/2025/09/Leger-U.S-Politics_September_29th_2025.pdf
"J.D. Vance",38.00,"Noble Predictive Insights",1,NULL,1156,"Registered Voters",2025-10-02,https://www.thecentersquare.com/national/article_1588cfa9-23b2-4b55-830b-a88003cd18cd.html?a
"Marco Rubio",4.00,"Noble Predictive Insights",1,NULL,1156,"Registered Voters",2025-10-02,https://www.thecentersquare.com/national/article_1588cfa9-23b2-4b55-830b-a88003cd18cd.html?a
"Nikki Haley",3.00,"Noble Predictive Insights",1,NULL,1156,"Registered Voters",2025-10-02,https://www.thecentersquare.com/national/article_1588cfa9-23b2-4b55-830b-a88003cd18cd.html?a
"Ron Desantis",6.00,"Noble Predictive Insights",1,NULL,1156,"Registered Voters",2025-10-02,https://www.thecentersquare.com/national/article_1588cfa9-23b2-4b55-830b-a88003cd18cd.html?a
"Sarah Huckabee Sanders",2.00,"Noble Predictive Insights",1,NULL,1156,"Registered Voters",2025-10-02,https://www.thecentersquare.com/national/article_1588cfa9-23b2-4b55-830b-a88003cd18cd.html?a
"Glenn Youngkin",1.00,"Noble Predictive Insights",1,NULL,1156,"Registered Voters",2025-10-02,https://www.thecentersquare.com/national/article_1588cfa9-23b2-4b55-830b-a88003cd18cd.html?a
"Tom Cotton",1.00,"Noble Predictive Insights",1,NULL,1156,"Registered Voters",2025-10-02,https://www.thecentersquare.com/national/article_1588cfa9-23b2-4b55-830b-a88003cd18cd.html?a
"Ted Cruz",3.00,"Noble Predictive Insights",1,NULL,1156,"Registered Voters",2025-10-02,https://www.thecentersquare.com/national/article_1588cfa9-23b2-4b55-830b-a88003cd18cd.html?a
"J.D. Vance",46.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"Nikki Haley",6.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"Vivek Ramaswamy",3.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"Marco Rubio",6.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"Ted Cruz",2.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"Sarah Huckabee Sanders",1.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"Ron Desantis",10.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"Tim Scott",1.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"Tulsi Gabbard",1.00,"Echelon Insights",1,NULL,400,"Likely Voters",2025-10-16,https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf
"J.D. Vance",38.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Nikki Haley",4.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Vivek Ramaswamy",2.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Marco Rubio",7.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Sarah Huckabee Sanders",2.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Ron Desantis",5.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Tim Scott",2.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Tom Cotton",2.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,hhttps://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Kristi Noem",1.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Glenn Youngkin",1.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Rick Scott",1.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Greg Abbott",1.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"Tulsi Gabbard",2.00,"McLaughlin & Associates",1,NULL,458,"Likely Voters",2025-10-21,https://mclaughlinonline.com/pols/wp-content/uploads/2025/10/National-October-Presentation-RELEASE.pdf
"J.D. Vance",61.00,"University of New Hampshire",NULL,Vermont,186,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Nikki Haley",4.00,"University of New Hampshire",NULL,Vermont,186,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Marco Rubio",5.00,"University of New Hampshire",NULL,Vermont,186,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Ron Desantis",6.00,"University of New Hampshire",NULL,Vermont,186,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Vivek Ramaswamy",2.00,"University of New Hampshire",NULL,Vermont,186,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Tom Cotton",1.00,"University of New Hampshire",NULL,Vermont,186,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Sarah Huckabee Sanders",8.00,"University of New Hampshire",NULL,Vermont,186,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
"Tulsi Gabbard",4.00,"University of New Hampshire",NULL,Vermont,186,"Likely Voters",2025-10-16,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1898&context=survey_center_polls
